prompt_type,text,label
MEDICINE_INDUCTION_PROMPT,귀찮아서 안 먹고 싶어요.,1
MEDICINE_INDUCTION_PROMPT,매번 챙겨먹는 게 힘들어요.,1
MEDICINE_INDUCTION_PROMPT,음... 고민 중이에요.,2
MEDICINE_INDUCTION_PROMPT,잘 모르겠어요.,2
MEDICINE_INDUCTION_PROMPT,응답을 못 했어요.,2
MEDICINE_INDUCTION_PROMPT,지금 생각이 안 나요.,2
MEDICINE_INDUCTION_PROMPT,...,2
MEDICINE_INDUCTION_PROMPT,음... 고민 중이에요.,2
MEDICINE_INDUCTION_PROMPT,잘 모르겠어요.,2
MEDICINE_INDUCTION_PROMPT,응답을 못 했어요.,2
MEDICINE_INDUCTION_PROMPT,지금 생각이 안 나요.,2
MEDICINE_INDUCTION_PROMPT,...,2
MEDICINE_INDUCTION_PROMPT,음... 고민 중이에요.,2
MEDICINE_INDUCTION_PROMPT,잘 모르겠어요.,2
MEDICINE_INDUCTION_PROMPT,응답을 못 했어요.,2
MEDICINE_INDUCTION_PROMPT,지금 생각이 안 나요.,2
MEDICINE_INDUCTION_PROMPT,...,2
MEDICINE_INDUCTION_PROMPT,음... 고민 중이에요.,2
MEDICINE_INDUCTION_PROMPT,잘 모르겠어요.,2
MEDICINE_INDUCTION_PROMPT,응답을 못 했어요.,2
MEDICINE_INDUCTION_PROMPT,지금 생각이 안 나요.,2
MEDICINE_INDUCTION_PROMPT,...,2
MEDICINE_INDUCTION_PROMPT,음... 고민 중이에요.,2
MEDICINE_INDUCTION_PROMPT,잘 모르겠어요.,2
MEDICINE_INDUCTION_PROMPT,응답을 못 했어요.,2
MEDICINE_INDUCTION_PROMPT,지금 생각이 안 나요.,2
MEDICINE_INDUCTION_PROMPT,...,2
MEDICINE_INDUCTION_PROMPT,음... 고민 중이에요.,2
MEDICINE_INDUCTION_PROMPT,잘 모르겠어요.,2
MEDICINE_INDUCTION_PROMPT,응답을 못 했어요.,2
MEDICINE_INDUCTION_PROMPT,지금 생각이 안 나요.,2
MEDICINE_INDUCTION_PROMPT,...,2
MEDICINE_INDUCTION_PROMPT,음... 고민 중이에요.,2
MEDICINE_INDUCTION_PROMPT,잘 모르겠어요.,2
MEDICINE_INDUCTION_PROMPT,응답을 못 했어요.,2
MEDICINE_NOTIFICATION_PROMPT,지금 약 드실 시간이에요 어르신.,0
MEDICINE_NOTIFICATION_PROMPT,건강을 지키는 한 걸음! 이제 약 챙기실 시간이에요.,0
MEDICINE_NOTIFICATION_PROMPT,식사 맛있게 하셨나요? 약 드시는 것도 잊지 않으셨죠?,0
MEDICINE_NOTIFICATION_PROMPT,"어르신, 약 챙기실 시간이에요. 깜빡하지 마세요.",0
MEDICINE_NOTIFICATION_PROMPT,시간 맞춰서 약 드시면 건강에 좋아요!,0
MEDICINE_NOTIFICATION_PROMPT,지금 약 드실 시간이에요 어르신.,0
MEDICINE_NOTIFICATION_PROMPT,건강을 지키는 한 걸음! 이제 약 챙기실 시간이에요.,0
MEDICINE_NOTIFICATION_PROMPT,식사 맛있게 하셨나요? 약 드시는 것도 잊지 않으셨죠?,0
MEDICINE_NOTIFICATION_PROMPT,"어르신, 약 챙기실 시간이에요. 깜빡하지 마세요.",0
MEDICINE_NOTIFICATION_PROMPT,시간 맞춰서 약 드시면 건강에 좋아요!,0
MEDICINE_NOTIFICATION_PROMPT,지금 약 드실 시간이에요 어르신.,0
MEDICINE_NOTIFICATION_PROMPT,건강을 지키는 한 걸음! 이제 약 챙기실 시간이에요.,0
MEDICINE_NOTIFICATION_PROMPT,식사 맛있게 하셨나요? 약 드시는 것도 잊지 않으셨죠?,0
MEDICINE_NOTIFICATION_PROMPT,"어르신, 약 챙기실 시간이에요. 깜빡하지 마세요.",0
MEDICINE_NOTIFICATION_PROMPT,시간 맞춰서 약 드시면 건강에 좋아요!,0
MEDICINE_NOTIFICATION_PROMPT,지금 약 드실 시간이에요 어르신.,0
MEDICINE_NOTIFICATION_PROMPT,건강을 지키는 한 걸음! 이제 약 챙기실 시간이에요.,0
MEDICINE_NOTIFICATION_PROMPT,식사 맛있게 하셨나요? 약 드시는 것도 잊지 않으셨죠?,0
MEDICINE_NOTIFICATION_PROMPT,"어르신, 약 챙기실 시간이에요. 깜빡하지 마세요.",0
MEDICINE_NOTIFICATION_PROMPT,시간 맞춰서 약 드시면 건강에 좋아요!,0
MEDICINE_NOTIFICATION_PROMPT,지금 약 드실 시간이에요 어르신.,0
MEDICINE_NOTIFICATION_PROMPT,건강을 지키는 한 걸음! 이제 약 챙기실 시간이에요.,0
MEDICINE_NOTIFICATION_PROMPT,식사 맛있게 하셨나요? 약 드시는 것도 잊지 않으셨죠?,0
MEDICINE_NOTIFICATION_PROMPT,"어르신, 약 챙기실 시간이에요. 깜빡하지 마세요.",0
MEDICINE_NOTIFICATION_PROMPT,시간 맞춰서 약 드시면 건강에 좋아요!,0
MEDICINE_NOTIFICATION_PROMPT,지금 약 드실 시간이에요 어르신.,0
MEDICINE_NOTIFICATION_PROMPT,건강을 지키는 한 걸음! 이제 약 챙기실 시간이에요.,0
MEDICINE_NOTIFICATION_PROMPT,식사 맛있게 하셨나요? 약 드시는 것도 잊지 않으셨죠?,0
MEDICINE_NOTIFICATION_PROMPT,"어르신, 약 챙기실 시간이에요. 깜빡하지 마세요.",0
MEDICINE_NOTIFICATION_PROMPT,시간 맞춰서 약 드시면 건강에 좋아요!,0
MEDICINE_NOTIFICATION_PROMPT,지금 약 드실 시간이에요 어르신.,0
MEDICINE_NOTIFICATION_PROMPT,건강을 지키는 한 걸음! 이제 약 챙기실 시간이에요.,0
MEDICINE_NOTIFICATION_PROMPT,식사 맛있게 하셨나요? 약 드시는 것도 잊지 않으셨죠?,0
MEDICINE_NOTIFICATION_PROMPT,"어르신, 약 챙기실 시간이에요. 깜빡하지 마세요.",0
MEDICINE_NOTIFICATION_PROMPT,시간 맞춰서 약 드시면 건강에 좋아요!,0
MEDICINE_NOTIFICATION_PROMPT,지금 약 드실 시간이에요 어르신.,0
MEDICINE_NOTIFICATION_PROMPT,건강을 지키는 한 걸음! 이제 약 챙기실 시간이에요.,0
MEDICINE_NOTIFICATION_PROMPT,식사 맛있게 하셨나요? 약 드시는 것도 잊지 않으셨죠?,0
MEDICINE_NOTIFICATION_PROMPT,"어르신, 약 챙기실 시간이에요. 깜빡하지 마세요.",0
MEDICINE_NOTIFICATION_PROMPT,시간 맞춰서 약 드시면 건강에 좋아요!,0
MEDICINE_NOTIFICATION_PROMPT,지금 약 드실 시간이에요 어르신.,0
MEDICINE_NOTIFICATION_PROMPT,건강을 지키는 한 걸음! 이제 약 챙기실 시간이에요.,0
MEDICINE_NOTIFICATION_PROMPT,식사 맛있게 하셨나요? 약 드시는 것도 잊지 않으셨죠?,0
MEDICINE_NOTIFICATION_PROMPT,"어르신, 약 챙기실 시간이에요. 깜빡하지 마세요.",0
MEDICINE_NOTIFICATION_PROMPT,시간 맞춰서 약 드시면 건강에 좋아요!,0
MEDICINE_NOTIFICATION_PROMPT,지금 약 드실 시간이에요 어르신.,0
MEDICINE_NOTIFICATION_PROMPT,건강을 지키는 한 걸음! 이제 약 챙기실 시간이에요.,0
MEDICINE_NOTIFICATION_PROMPT,식사 맛있게 하셨나요? 약 드시는 것도 잊지 않으셨죠?,0
MEDICINE_NOTIFICATION_PROMPT,"어르신, 약 챙기실 시간이에요. 깜빡하지 마세요.",0
MEDICINE_NOTIFICATION_PROMPT,시간 맞춰서 약 드시면 건강에 좋아요!,0
MEDICINE_NOTIFICATION_PROMPT,지금 약 드실 시간이에요 어르신.,0
MEDICINE_NOTIFICATION_PROMPT,건강을 지키는 한 걸음! 이제 약 챙기실 시간이에요.,0
MEDICINE_NOTIFICATION_PROMPT,식사 맛있게 하셨나요? 약 드시는 것도 잊지 않으셨죠?,0
MEDICINE_NOTIFICATION_PROMPT,"어르신, 약 챙기실 시간이에요. 깜빡하지 마세요.",0
MEDICINE_NOTIFICATION_PROMPT,시간 맞춰서 약 드시면 건강에 좋아요!,0
MEDICINE_NOTIFICATION_PROMPT,지금 약 드실 시간이에요 어르신.,0
MEDICINE_NOTIFICATION_PROMPT,건강을 지키는 한 걸음! 이제 약 챙기실 시간이에요.,0
MEDICINE_NOTIFICATION_PROMPT,식사 맛있게 하셨나요? 약 드시는 것도 잊지 않으셨죠?,0
MEDICINE_NOTIFICATION_PROMPT,"어르신, 약 챙기실 시간이에요. 깜빡하지 마세요.",0
MEDICINE_NOTIFICATION_PROMPT,시간 맞춰서 약 드시면 건강에 좋아요!,0
MEDICINE_NOTIFICATION_PROMPT,지금 약 드실 시간이에요 어르신.,0
MEDICINE_NOTIFICATION_PROMPT,건강을 지키는 한 걸음! 이제 약 챙기실 시간이에요.,0
MEDICINE_NOTIFICATION_PROMPT,식사 맛있게 하셨나요? 약 드시는 것도 잊지 않으셨죠?,0
MEDICINE_NOTIFICATION_PROMPT,"어르신, 약 챙기실 시간이에요. 깜빡하지 마세요.",0
MEDICINE_NOTIFICATION_PROMPT,시간 맞춰서 약 드시면 건강에 좋아요!,0
MEDICINE_NOTIFICATION_PROMPT,지금 약 드실 시간이에요 어르신.,0
MEDICINE_NOTIFICATION_PROMPT,건강을 지키는 한 걸음! 이제 약 챙기실 시간이에요.,0
MEDICINE_NOTIFICATION_PROMPT,식사 맛있게 하셨나요? 약 드시는 것도 잊지 않으셨죠?,0
MEDICINE_NOTIFICATION_PROMPT,"어르신, 약 챙기실 시간이에요. 깜빡하지 마세요.",0
MEDICINE_NOTIFICATION_PROMPT,시간 맞춰서 약 드시면 건강에 좋아요!,0
MEDICINE_NOTIFICATION_PROMPT,지금 약 드실 시간이에요 어르신.,0
MEDICINE_NOTIFICATION_PROMPT,건강을 지키는 한 걸음! 이제 약 챙기실 시간이에요.,0
MEDICINE_NOTIFICATION_PROMPT,식사 맛있게 하셨나요? 약 드시는 것도 잊지 않으셨죠?,0
MEDICINE_NOTIFICATION_PROMPT,"어르신, 약 챙기실 시간이에요. 깜빡하지 마세요.",0
MEDICINE_NOTIFICATION_PROMPT,시간 맞춰서 약 드시면 건강에 좋아요!,0
MEDICINE_NOTIFICATION_PROMPT,지금 약 드실 시간이에요 어르신.,0
MEDICINE_NOTIFICATION_PROMPT,건강을 지키는 한 걸음! 이제 약 챙기실 시간이에요.,0
MEDICINE_NOTIFICATION_PROMPT,식사 맛있게 하셨나요? 약 드시는 것도 잊지 않으셨죠?,0
MEDICINE_NOTIFICATION_PROMPT,"어르신, 약 챙기실 시간이에요. 깜빡하지 마세요.",0
MEDICINE_NOTIFICATION_PROMPT,시간 맞춰서 약 드시면 건강에 좋아요!,0
MEDICINE_NOTIFICATION_PROMPT,지금 약 드실 시간이에요 어르신.,0
MEDICINE_NOTIFICATION_PROMPT,건강을 지키는 한 걸음! 이제 약 챙기실 시간이에요.,0
MEDICINE_NOTIFICATION_PROMPT,식사 맛있게 하셨나요? 약 드시는 것도 잊지 않으셨죠?,0
MEDICINE_NOTIFICATION_PROMPT,"어르신, 약 챙기실 시간이에요. 깜빡하지 마세요.",0
MEDICINE_NOTIFICATION_PROMPT,시간 맞춰서 약 드시면 건강에 좋아요!,0
MEDICINE_NOTIFICATION_PROMPT,지금 약 드실 시간이에요 어르신.,0
MEDICINE_NOTIFICATION_PROMPT,건강을 지키는 한 걸음! 이제 약 챙기실 시간이에요.,0
MEDICINE_NOTIFICATION_PROMPT,식사 맛있게 하셨나요? 약 드시는 것도 잊지 않으셨죠?,0
MEDICINE_NOTIFICATION_PROMPT,"어르신, 약 챙기실 시간이에요. 깜빡하지 마세요.",0
MEDICINE_NOTIFICATION_PROMPT,시간 맞춰서 약 드시면 건강에 좋아요!,0
MEDICINE_NOTIFICATION_PROMPT,지금 약 드실 시간이에요 어르신.,0
MEDICINE_NOTIFICATION_PROMPT,건강을 지키는 한 걸음! 이제 약 챙기실 시간이에요.,0
MEDICINE_NOTIFICATION_PROMPT,식사 맛있게 하셨나요? 약 드시는 것도 잊지 않으셨죠?,0
MEDICINE_NOTIFICATION_PROMPT,"어르신, 약 챙기실 시간이에요. 깜빡하지 마세요.",0
MEDICINE_NOTIFICATION_PROMPT,시간 맞춰서 약 드시면 건강에 좋아요!,0
MEDICINE_NOTIFICATION_PROMPT,지금 약 드실 시간이에요 어르신.,0
MEDICINE_NOTIFICATION_PROMPT,건강을 지키는 한 걸음! 이제 약 챙기실 시간이에요.,0
MEDICINE_NOTIFICATION_PROMPT,식사 맛있게 하셨나요? 약 드시는 것도 잊지 않으셨죠?,0
MEDICINE_NOTIFICATION_PROMPT,"어르신, 약 챙기실 시간이에요. 깜빡하지 마세요.",0
MEDICINE_NOTIFICATION_PROMPT,시간 맞춰서 약 드시면 건강에 좋아요!,0
MEDICINE_CONFIRMATION_PROMPT,약 아까 2시에 먹었어요.,0
MEDICINE_CONFIRMATION_PROMPT,5분 전에 먹었어요.,0
MEDICINE_CONFIRMATION_PROMPT,약 먹었습니다.,0
MEDICINE_CONFIRMATION_PROMPT,두 시간 전에 먹었어요.,0
MEDICINE_CONFIRMATION_PROMPT,오늘 아침에 먹었어요.,0
MEDICINE_CONFIRMATION_PROMPT,약 아까 2시에 먹었어요.,0
MEDICINE_CONFIRMATION_PROMPT,5분 전에 먹었어요.,0
MEDICINE_CONFIRMATION_PROMPT,약 먹었습니다.,0
MEDICINE_CONFIRMATION_PROMPT,두 시간 전에 먹었어요.,0
MEDICINE_CONFIRMATION_PROMPT,오늘 아침에 먹었어요.,0
MEDICINE_CONFIRMATION_PROMPT,약 아까 2시에 먹었어요.,0
MEDICINE_CONFIRMATION_PROMPT,5분 전에 먹었어요.,0
MEDICINE_CONFIRMATION_PROMPT,약 먹었습니다.,0
MEDICINE_CONFIRMATION_PROMPT,두 시간 전에 먹었어요.,0
MEDICINE_CONFIRMATION_PROMPT,오늘 아침에 먹었어요.,0
MEDICINE_CONFIRMATION_PROMPT,약 아까 2시에 먹었어요.,0
MEDICINE_CONFIRMATION_PROMPT,5분 전에 먹었어요.,0
MEDICINE_CONFIRMATION_PROMPT,약 먹었습니다.,0
MEDICINE_CONFIRMATION_PROMPT,두 시간 전에 먹었어요.,0
MEDICINE_CONFIRMATION_PROMPT,오늘 아침에 먹었어요.,0
MEDICINE_CONFIRMATION_PROMPT,약 아까 2시에 먹었어요.,0
MEDICINE_CONFIRMATION_PROMPT,5분 전에 먹었어요.,0
MEDICINE_CONFIRMATION_PROMPT,약 먹었습니다.,0
MEDICINE_CONFIRMATION_PROMPT,두 시간 전에 먹었어요.,0
MEDICINE_CONFIRMATION_PROMPT,오늘 아침에 먹었어요.,0
MEDICINE_CONFIRMATION_PROMPT,약 아까 2시에 먹었어요.,0
MEDICINE_CONFIRMATION_PROMPT,5분 전에 먹었어요.,0
MEDICINE_CONFIRMATION_PROMPT,약 먹었습니다.,0
MEDICINE_CONFIRMATION_PROMPT,두 시간 전에 먹었어요.,0
MEDICINE_CONFIRMATION_PROMPT,오늘 아침에 먹었어요.,0
MEDICINE_CONFIRMATION_PROMPT,약 아까 2시에 먹었어요.,0
MEDICINE_CONFIRMATION_PROMPT,5분 전에 먹었어요.,0
MEDICINE_CONFIRMATION_PROMPT,약 먹었습니다.,0
MEDICINE_CONFIRMATION_PROMPT,아직 안 먹었어요.,1
MEDICINE_CONFIRMATION_PROMPT,안 먹었네요.,1
MEDICINE_CONFIRMATION_PROMPT,오늘은 약 안 챙겼어요.,1
MEDICINE_CONFIRMATION_PROMPT,잊고 있었어요.,1
MEDICINE_CONFIRMATION_PROMPT,약 먹는 걸 까먹었어요.,1
MEDICINE_CONFIRMATION_PROMPT,아직 안 먹었어요.,1
MEDICINE_CONFIRMATION_PROMPT,안 먹었네요.,1
MEDICINE_CONFIRMATION_PROMPT,오늘은 약 안 챙겼어요.,1
MEDICINE_CONFIRMATION_PROMPT,잊고 있었어요.,1
MEDICINE_CONFIRMATION_PROMPT,약 먹는 걸 까먹었어요.,1
MEDICINE_CONFIRMATION_PROMPT,아직 안 먹었어요.,1
MEDICINE_CONFIRMATION_PROMPT,안 먹었네요.,1
MEDICINE_CONFIRMATION_PROMPT,오늘은 약 안 챙겼어요.,1
MEDICINE_CONFIRMATION_PROMPT,잊고 있었어요.,1
MEDICINE_CONFIRMATION_PROMPT,약 먹는 걸 까먹었어요.,1
MEDICINE_CONFIRMATION_PROMPT,아직 안 먹었어요.,1
MEDICINE_CONFIRMATION_PROMPT,안 먹었네요.,1
MEDICINE_CONFIRMATION_PROMPT,오늘은 약 안 챙겼어요.,1
MEDICINE_CONFIRMATION_PROMPT,잊고 있었어요.,1
MEDICINE_CONFIRMATION_PROMPT,약 먹는 걸 까먹었어요.,1
MEDICINE_CONFIRMATION_PROMPT,아직 안 먹었어요.,1
MEDICINE_CONFIRMATION_PROMPT,안 먹었네요.,1
MEDICINE_CONFIRMATION_PROMPT,오늘은 약 안 챙겼어요.,1
MEDICINE_CONFIRMATION_PROMPT,잊고 있었어요.,1
MEDICINE_CONFIRMATION_PROMPT,약 먹는 걸 까먹었어요.,1
MEDICINE_CONFIRMATION_PROMPT,아직 안 먹었어요.,1
MEDICINE_CONFIRMATION_PROMPT,안 먹었네요.,1
MEDICINE_CONFIRMATION_PROMPT,오늘은 약 안 챙겼어요.,1
